"","week.day","hour","Leeds.trains","Leeds.av.delay","Sheffield.trains","Sheffield.av.delay","Nottingham.trains","Nottingham.av.delay","arrival.to","arrival.time","arrival.schedule","delay.secs","train_code"
"11068","Saturday",12,35,0,22,1.75,13,0,"NTNG","12:56:33","12:58:00",-87,"1Y25"
"11069","Tuesday",17,40,0,21,0,15,0,"NTNG","17:53:12","17:58:00",-288,"1Y45"
"11070","Tuesday",7,33,0,16,0,11,0,"NTNG","07:54:05","07:58:00",-235,"1Y05"
"11071","Wednesday",19,42,0.5,22,1.25,14,0,"NTNG","19:54:42","19:58:00",-198,"1Y53"
"11072","Wednesday",9,43,2,19,0,12,0,"NTNG","09:58:21","09:58:00",21,"1Y13"
"11073","Friday",11,41,1.5,22,1.25,14,0,"NTNG","11:55:57","11:58:00",-123,"1Y21"
"11074","Friday",20,37,2,23,1.5,11,1.5,"NTNG","21:05:21","20:58:00",441,"1Y57"
"11075","Monday",11,40,1.25,23,2,15,0,"NTNG","11:55:46","11:58:00",-134,"1Y21"
"11076","Friday",20,34,0,19,0,11,0.5,"NTNG","20:53:33","20:58:00",-267,"1Y57"
"11077","Wednesday",8,38,0.75,20,1.25,12,0,"NTNG","09:02:04","08:58:00",244,"1Y09"
"11078","Monday",20,41,0,24,0.5,11,0,"NTNG","20:58:41","20:58:00",41,"1Y57"
"11079","Monday",14,36,0,24,0,14,0,"NTNG","14:52:39","14:58:00",-321,"1Y33"
"11080","Thursday",17,43,0,25,1,15,0,"NTNG","17:54:03","17:58:00",-237,"1Y45"
"11081","Monday",10,41,0,23,0,14,0,"NTNG","10:55:20","10:58:00",-160,"1Y17"
"11082","Tuesday",12,38,0,23,1,14,0,"NTNG","12:58:11","12:58:00",11,"1Y25"
"11083","Wednesday",10,43,1,21,0,13,0,"NTNG","10:55:07","10:58:00",-173,"1Y17"
"11084","Thursday",15,38,0,24,0,14,0,"NTNG","15:52:46","15:58:00",-314,"1Y37"
"11085","Monday",10,43,1,22,0.25,12,0.75,"NTNG","10:54:24","10:58:00",-216,"1Y17"
"11086","Wednesday",9,43,0,22,0.25,12,0,"NTNG","10:14:25","09:58:00",985,"1Y13"
"11087","Thursday",14,39,0,23,0,14,0,"NTNG","14:58:31","14:58:00",31,"1Y33"
"11088","Monday",14,40,1,23,1.5,14,0,"NTNG","14:55:18","14:58:00",-162,"1Y33"
"11089","Sunday",13,26,0,14,0,5,0,"NTNG","13:55:56","13:58:00",-124,"1Y29"
"11090","Wednesday",14,41,0,20,0.25,13,0,"NTNG","14:52:33","14:58:00",-327,"1Y33"
"11091","Saturday",13,38,1.5,25,1,13,0,"NTNG","14:00:13","13:58:00",133,"1Y29"
"11092","Thursday",7,32,0,18,0,11,0,"NTNG","07:54:38","07:58:00",-202,"1Y05"
"11093","Tuesday",10,39,0,26,0.25,13,0,"NTNG","10:52:34","10:58:00",-326,"1Y17"
"11094","Tuesday",19,41,0,26,2.5,14,0,"NTNG","19:56:59","19:58:00",-61,"1Y53"
"11095","Tuesday",19,42,1.25,26,0.5,12,5.25,"NTNG","19:54:07","19:58:00",-233,"1Y53"
"11096","Saturday",10,36,0.75,22,0,13,1.5,"NTNG","10:53:45","10:58:00",-255,"1Y17"
"11097","Monday",14,37,0.5,22,0.75,14,0,"NTNG","14:52:42","14:58:00",-318,"1Y33"
"11098","Thursday",17,44,0.25,23,1,15,0,"NTNG","18:00:44","17:58:00",164,"1Y45"
"11099","Wednesday",7,31,0,17,0,11,0,"NTNG","07:51:55","07:58:00",-365,"1Y05"
"11100","Saturday",15,38,2.75,22,1.5,12,0.5,"NTNG","15:57:22","15:58:00",-38,"1Y37"
"11101","Thursday",16,38,1.5,22,0.25,14,0,"NTNG","16:56:44","16:58:00",-76,"1Y41"
"11102","Wednesday",18,41,0.5,22,1.5,13,0,"NTNG","18:55:53","18:58:00",-127,"1Y49"
"11103","Friday",12,38,0,19,2,13,0,"NTNG","13:06:15","12:58:00",495,"1Y25"
"11104","Friday",8,41,0,22,1.5,13,0,"NTNG","08:57:19","08:58:00",-41,"1Y09"
"11105","Thursday",20,39,0,23,0,11,0,"NTNG","20:53:37","20:58:00",-263,"1Y57"
"11106","Saturday",19,38,0.25,23,0,12,0,"NTNG","19:54:29","19:58:00",-211,"1Y53"
"11107","Saturday",11,36,0.75,25,4.5,13,0,"NTNG","12:03:49","11:58:00",349,"1Y21"
"11108","Monday",9,42,4.75,20,1.5,13,0,"NTNG","10:04:33","09:58:00",393,"1Y13"
"11109","Tuesday",15,36,0,24,0,14,0,"NTNG","15:56:11","15:58:00",-109,"1Y37"
"11110","Friday",10,40,0,23,0,14,0,"NTNG","10:59:19","10:58:00",79,"1Y17"
"11111","Tuesday",9,43,0,21,0,12,0,"NTNG","09:52:32","09:58:00",-328,"1Y13"
"11112","Tuesday",9,43,1,22,0.5,12,0,"NTNG","09:52:44","09:58:00",-316,"1Y13"
"11113","Monday",9,42,0,22,0,15,0,"NTNG","09:52:22","09:58:00",-338,"1Y13"
"11114","Sunday",12,17,0.5,14,0,7,0,"NTNG","12:56:00","12:58:00",-120,"1Y25"
"11115","Thursday",16,36,0,20,0.5,14,0,"NTNG","16:56:21","16:58:00",-99,"1Y41"
"11116","Sunday",17,24,1.25,17,0,10,0,"NTNG","18:01:09","17:58:00",189,"1Y45"
"11117","Wednesday",20,38,0,21,0,10,0,"NTNG","20:55:05","20:58:00",-175,"1Y57"
"11118","Friday",14,42,0.5,25,1,14,0,"NTNG","14:54:01","14:58:00",-239,"1Y33"
"11119","Saturday",10,36,0,25,0,13,0,"NTNG","10:54:09","10:58:00",-231,"1Y17"
"11120","Thursday",8,37,0,22,1.5,13,0,"NTNG","08:57:42","08:58:00",-18,"1Y09"
"11121","Wednesday",8,39,0,20,0.25,13,0,"NTNG","09:00:05","08:58:00",125,"1Y09"
"11122","Wednesday",16,39,0,21,0,15,0,"NTNG","16:56:27","16:58:00",-93,"1Y41"
"11123","Thursday",8,41,0,22,0.5,13,0,"NTNG","08:59:02","08:58:00",62,"1Y09"
"11124","Wednesday",14,40,0,23,0,14,0,"NTNG","14:55:14","14:58:00",-166,"1Y33"
"11125","Friday",13,40,0.5,24,0.5,13,0,"NTNG","13:59:35","13:58:00",95,"1Y29"
"11126","Monday",11,41,0.5,22,1.5,15,0,"NTNG","11:53:29","11:58:00",-271,"1Y21"
"11127","Monday",15,37,0,27,0,14,0,"NTNG","15:54:41","15:58:00",-199,"1Y37"
"11128","Friday",11,38,0,23,0.5,14,0,"NTNG","11:56:30","11:58:00",-90,"1Y21"
"11129","Wednesday",7,31,0,18,0,11,0,"NTNG","07:53:15","07:58:00",-285,"1Y05"
"11130","Friday",8,38,3,19,1,13,0,"NTNG","09:06:49","08:58:00",529,"1Y09"
"11131","Thursday",16,40,0,21,0,14,0,"NTNG","16:56:27","16:58:00",-93,"1Y41"
"11132","Thursday",17,43,0,21,0,14,0,"NTNG","17:56:42","17:58:00",-78,"1Y45"
"11133","Tuesday",13,43,0,21,1.5,14,0,"NTNG","14:02:11","13:58:00",251,"1Y29"
"11134","Wednesday",8,38,1.25,20,0,13,0,"NTNG","08:59:31","08:58:00",91,"1Y09"
"11135","Monday",18,42,0,22,0,14,0,"NTNG","18:54:42","18:58:00",-198,"1Y49"
"11136","Tuesday",9,43,1.5,21,0,12,0,"NTNG","09:55:40","09:58:00",-140,"1Y13"
"11137","Tuesday",14,37,0,22,0,14,0,"NTNG","14:57:28","14:58:00",-32,"1Y33"
"11138","Monday",20,38,0.5,21,0,12,0,"NTNG","21:02:29","20:58:00",269,"1Y57"
"11139","Saturday",20,36,1.25,20,0,11,0,"NTNG","20:55:31","20:58:00",-149,"1Y57"
"11140","Thursday",14,30,0,23,2,14,0,"NTNG","14:56:20","14:58:00",-100,"1Y33"
"11141","Sunday",11,24,0.25,11,0,3,0,"NTNG","11:50:42","11:58:00",-438,"1Y21"
"11142","Monday",19,41,0.5,24,0,14,0.75,"NTNG","19:53:08","19:58:00",-292,"1Y53"
"11143","Monday",19,42,0.5,24,0.5,13,0,"NTNG","19:52:59","19:58:00",-301,"1Y53"
"11144","Sunday",16,17,0,20,0,8,0,"NTNG","16:54:51","16:58:00",-189,"1Y41"
"11145","Thursday",20,41,0,25,0,11,0,"NTNG","20:54:00","20:58:00",-240,"1Y57"
"11146","Friday",19,39,1,23,1,12,0,"NTNG","19:55:31","19:58:00",-149,"1Y53"
"11147","Tuesday",18,45,0,22,0,14,0,"NTNG","18:55:57","18:58:00",-123,"1Y49"
"11148","Thursday",20,38,1.5,23,3,11,0,"NTNG","20:54:05","20:58:00",-235,"1Y57"
"11149","Saturday",18,38,0,22,0,13,0,"NTNG","18:54:45","18:58:00",-195,"1Y49"
"11150","Thursday",8,37,0.5,20,0.75,12,0,"NTNG","08:56:53","08:58:00",-67,"1Y09"
"11151","Saturday",12,32,2.75,23,2.5,13,0,"NTNG","13:02:20","12:58:00",260,"1Y25"
"11152","Monday",12,37,0,20,1.25,14,0,"NTNG","12:52:30","12:58:00",-330,"1Y25"
"11153","Friday",12,38,0.75,21,2,14,0,"NTNG","13:06:14","12:58:00",494,"1Y25"
"11154","Wednesday",15,36,0,23,0.5,14,0,"NTNG","15:54:23","15:58:00",-217,"1Y37"
"11155","Friday",20,38,0.5,22,3,10,0,"NTNG","20:56:00","20:58:00",-120,"1Y57"
"11156","Saturday",12,35,1.5,20,0.5,13,0,"NTNG","13:00:57","12:58:00",177,"1Y25"
"11157","Wednesday",11,38,0,23,2.5,14,0,"NTNG","11:53:03","11:58:00",-297,"1Y21"
"11158","Tuesday",13,42,0,24,0.75,14,0,"NTNG","14:01:49","13:58:00",229,"1Y29"
"11159","Wednesday",8,40,0,20,0,13,0,"NTNG","08:56:12","08:58:00",-108,"1Y09"
"11160","Saturday",9,33,0,23,0,12,0,"NTNG","09:54:03","09:58:00",-237,"1Y13"
"11161","Thursday",14,39,0,21,0,14,0,"NTNG","14:52:43","14:58:00",-317,"1Y33"
"11162","Friday",16,36,0,20,0.75,13,0,"NTNG","16:55:59","16:58:00",-121,"1Y41"
"11163","Thursday",12,39,0.5,23,0,14,0,"NTNG","13:01:09","12:58:00",189,"1Y25"
"11164","Friday",13,42,0.25,24,1,14,0,"NTNG","13:56:54","13:58:00",-66,"1Y29"
"11165","Monday",12,38,0,21,1,14,0,"NTNG","12:59:50","12:58:00",110,"1Y25"
"11166","Wednesday",8,39,0,22,0.5,14,0,"NTNG","08:55:31","08:58:00",-149,"1Y09"
"11167","Wednesday",14,34,0.25,25,2,14,0,"NTNG","14:56:31","14:58:00",-89,"1Y33"
"11168","Thursday",18,44,0.25,23,0.5,14,1.5,"NTNG","18:58:58","18:58:00",58,"1Y49"
"11169","Tuesday",19,44,0,27,0.5,13,0,"NTNG","19:53:59","19:58:00",-241,"1Y53"
"11170","Friday",16,37,1,19,2,14,0,"NTNG","16:58:16","16:58:00",16,"1Y41"
"11171","Friday",9,42,3.5,20,2.25,13,0,"NTNG","10:11:56","09:58:00",836,"1Y13"
"11172","Tuesday",15,37,0,24,0.75,14,0,"NTNG","15:54:52","15:58:00",-188,"1Y37"
"11173","Monday",16,37,0,20,0,14,0,"NTNG","16:53:12","16:58:00",-288,"1Y41"
"11174","Tuesday",10,42,2.25,23,0.5,13,1,"NTNG","10:53:59","10:58:00",-241,"1Y17"
"11175","Wednesday",17,42,0,21,1,15,0,"NTNG","17:55:56","17:58:00",-124,"1Y45"
"11176","Tuesday",20,38,0,21,0,11,0,"NTNG","20:55:59","20:58:00",-121,"1Y57"
"11177","Saturday",20,32,3.25,23,7,10,0,"NTNG","20:55:04","20:58:00",-176,"1Y57"
"11178","Wednesday",18,44,2,22,0.5,13,0,"NTNG","19:01:59","18:58:00",239,"1Y49"
"11179","Wednesday",14,40,0,22,0,14,0,"NTNG","14:59:06","14:58:00",66,"1Y33"
"11180","Saturday",8,34,0,19,0,12,0,"NTNG","08:57:06","08:58:00",-54,"1Y09"
"11181","Tuesday",9,41,0,20,0,14,0,"NTNG","09:56:17","09:58:00",-103,"1Y13"
"11182","Wednesday",16,39,0,20,0.5,14,0,"NTNG","16:53:16","16:58:00",-284,"1Y41"
"11183","Thursday",19,43,0,24,1.5,13,0,"NTNG","19:58:30","19:58:00",30,"1Y53"
"11184","Friday",15,37,0.5,21,1.5,14,0,"NTNG","15:52:21","15:58:00",-339,"1Y37"
"11185","Thursday",16,37,0,22,0,14,0,"NTNG","16:54:32","16:58:00",-208,"1Y41"
"11186","Tuesday",7,33,0,20,0,11,0,"NTNG","07:51:19","07:58:00",-401,"1Y05"
"11187","Wednesday",11,38,0,22,0,13,0,"NTNG","11:53:49","11:58:00",-251,"1Y21"
"11188","Monday",20,36,5.5,23,4,10,0.75,"NTNG","20:56:16","20:58:00",-104,"1Y57"
"11189","Tuesday",19,42,1,26,0,13,0,"NTNG","19:52:49","19:58:00",-311,"1Y53"
"11190","Wednesday",19,44,2.75,23,4,13,0.5,"NTNG","20:06:43","19:58:00",523,"1Y53"
"11191","Monday",19,40,0,24,0.5,14,0,"NTNG","19:56:46","19:58:00",-74,"1Y53"
"11192","Wednesday",19,37,4,22,3.75,14,0.25,"NTNG","20:07:53","19:58:00",593,"1Y53"
"11193","Tuesday",12,36,0.25,24,1,15,0,"NTNG","12:52:31","12:58:00",-329,"1Y25"
"11194","Sunday",14,25,0,16,0,6,0,"NTNG","14:57:09","14:58:00",-51,"1Y33"
"11195","Thursday",16,38,0,20,0.5,14,0,"NTNG","16:53:18","16:58:00",-282,"1Y41"
"11196","Sunday",19,24,0,16,-0.5,10,0,"NTNG","19:55:03","19:58:00",-177,"1M01"
"11197","Thursday",16,39,0,25,0.5,14,0,"NTNG","16:53:05","16:58:00",-295,"1Y41"
"11198","Sunday",17,26,0.25,16,0,9,0,"NTNG","17:57:52","17:58:00",-8,"1Y45"
"11199","Friday",13,39,0,22,0,14,0,"NTNG","13:55:31","13:58:00",-149,"1Y29"
"11200","Saturday",8,32,0,19,0,12,0,"NTNG","08:57:08","08:58:00",-52,"1Y09"
"11201","Saturday",15,37,0,22,2,13,0,"NTNG","15:52:32","15:58:00",-328,"1Y37"
"11202","Thursday",16,38,0,20,0.25,13,0,"NTNG","16:53:49","16:58:00",-251,"1Y41"
"11203","Monday",18,43,1.5,22,0,14,0,"NTNG","19:13:42","18:58:00",942,"1Y49"
"11204","Saturday",10,36,0,24,0,13,0,"NTNG","10:54:40","10:58:00",-200,"1Y17"
"11205","Sunday",20,23,0,20,1,6,0,"NTNG","20:55:24","20:58:00",-156,"1Y57"
"11206","Wednesday",13,40,1.5,23,5,14,0,"NTNG","13:52:47","13:58:00",-313,"1Y29"
"11207","Saturday",19,40,0.5,24,0,12,0,"NTNG","19:55:06","19:58:00",-174,"1Y53"
"11208","Saturday",13,37,2.5,22,1.5,13,0,"NTNG","13:57:12","13:58:00",-48,"1Y29"
"11209","Thursday",10,38,0,23,0,13,0,"NTNG","10:53:34","10:58:00",-266,"1Y17"
"11210","Monday",14,40,0,21,0.5,13,0,"NTNG","14:52:20","14:58:00",-340,"1Y33"
"11211","Friday",14,39,0,21,0,14,0,"NTNG","15:03:19","14:58:00",319,"1Y33"
"11212","Sunday",17,27,1.5,15,4.5,6,0,"NTNG","18:10:25","17:58:00",745,"1Y45"
"11213","Friday",7,33,0,17,0,10,0,"NTNG","07:54:39","07:58:00",-201,"1Y05"
"11214","Wednesday",10,41,0,24,0.5,15,0,"NTNG","10:54:21","10:58:00",-219,"1Y17"
"11215","Saturday",15,34,0,22,0,13,0,"NTNG","15:56:49","15:58:00",-71,"1Y37"
"11216","Thursday",7,32,0,18,0,11,0,"NTNG","07:53:33","07:58:00",-267,"1Y05"
"11217","Tuesday",9,43,1,22,0,13,0,"NTNG","09:54:24","09:58:00",-216,"1Y13"
"11218","Sunday",18,26,0,16,0,6,0.25,"NTNG","18:55:48","18:58:00",-132,"1Y49"
"11219","Thursday",9,45,0,21,0,13,0,"NTNG","10:12:31","09:58:00",871,"1Y13"
"11220","Wednesday",17,40,0,24,1.5,15,0,"NTNG","17:53:51","17:58:00",-249,"1Y45"
"11221","Thursday",15,38,0,22,0.5,14,0,"NTNG","15:54:03","15:58:00",-237,"1Y37"
"11222","Monday",10,39,0,22,0,13,0,"NTNG","10:56:05","10:58:00",-115,"1Y17"
"11223","Friday",12,37,0,23,0.5,14,0,"NTNG","12:57:05","12:58:00",-55,"1Y25"
"11224","Friday",8,40,0,22,0,13,0,"NTNG","08:55:59","08:58:00",-121,"1Y09"
"11225","Saturday",11,37,0,23,1.5,13,0,"NTNG","12:16:31","11:58:00",1111,"1Y21"
"11226","Monday",19,43,1.5,23,1,13,0,"NTNG","19:52:27","19:58:00",-333,"1Y53"
"11227","Monday",18,42,1.25,22,0.25,14,0,"NTNG","18:52:59","18:58:00",-301,"1Y49"
"11228","Wednesday",10,43,1,23,0,14,0.25,"NTNG","10:57:26","10:58:00",-34,"1Y17"
"11229","Saturday",15,40,0,22,2.75,13,0,"NTNG","15:56:43","15:58:00",-77,"1Y37"
"11230","Friday",10,43,0,24,1,14,0,"NTNG","10:55:33","10:58:00",-147,"1Y17"
"11231","Wednesday",9,43,0,23,2,13,0,"NTNG","09:54:41","09:58:00",-199,"1Y13"
"11232","Sunday",17,21,3.5,17,0,9,0,"NTNG","18:00:08","17:58:00",128,"1Y45"
"11233","Monday",18,40,0.5,22,0,14,0,"NTNG","18:53:28","18:58:00",-272,"1Y49"
"11234","Thursday",9,41,2,22,2,13,0,"NTNG","10:02:07","09:58:00",247,"1Y13"
"11235","Saturday",18,37,0,22,0.25,13,0,"NTNG","18:57:40","18:58:00",-20,"1Y49"
"11236","Saturday",14,38,0.5,24,1,12,0,"NTNG","14:56:09","14:58:00",-111,"1Y33"
"11237","Thursday",10,42,0,23,3,14,0.25,"NTNG","10:53:17","10:58:00",-283,"1Y17"
"11238","Sunday",18,21,0,18,0,8,0,"NTNG","18:56:49","18:58:00",-71,"1Y49"
"11239","Thursday",19,45,0,23,1,13,0,"NTNG","19:53:35","19:58:00",-265,"1Y53"
"11240","Tuesday",12,37,0,21,0,14,0,"NTNG","12:55:25","12:58:00",-155,"1Y25"
"11241","Tuesday",8,39,0.5,18,1,12,0,"NTNG","08:59:15","08:58:00",75,"1Y09"
"11242","Tuesday",15,37,1,24,0.5,14,0,"NTNG","15:53:02","15:58:00",-298,"1Y37"
"11243","Wednesday",13,39,0,23,0.5,15,0,"NTNG","13:55:59","13:58:00",-121,"1Y29"
"11244","Monday",7,31,0,18,0,11,0,"NTNG","07:52:26","07:58:00",-334,"1Y05"
"11245","Saturday",10,36,0,24,0,13,0,"NTNG","10:53:53","10:58:00",-247,"1Y17"
"11246","Monday",18,44,0.5,23,0,14,0,"NTNG","18:53:50","18:58:00",-250,"1Y49"
"11247","Monday",14,41,0,20,1,14,0,"NTNG","14:59:12","14:58:00",72,"1Y33"
"11248","Wednesday",19,39,1.5,25,1,14,0,"NTNG","19:57:12","19:58:00",-48,"1Y53"
"11249","Thursday",11,41,0,23,0.5,13,0,"NTNG","11:53:42","11:58:00",-258,"1Y21"
"11250","Wednesday",15,40,3,19,0.5,15,0.5,"NTNG","16:16:03","15:58:00",1083,"1Y37"
"11251","Thursday",14,38,0,21,2,8,0,"NTNG","14:54:35","14:58:00",-205,"1Y33"
"11252","Friday",7,32,0,18,0,11,0,"NTNG","08:03:42","07:58:00",342,"1Y05"
"11253","Thursday",17,43,0.5,25,2,15,0,"NTNG","17:57:30","17:58:00",-30,"1Y45"
"11254","Saturday",17,38,0.25,21,1,12,0,"NTNG","18:04:26","17:58:00",386,"1Y45"
"11255","Sunday",16,22,0,12,0,8,0,"NTNG","16:55:19","16:58:00",-161,"1Y41"
"11256","Friday",19,41,5.5,25,8.5,12,0,"NTNG","20:03:34","19:58:00",334,"1Y53"
"11257","Tuesday",16,34,0,22,0.5,13,0,"NTNG","16:57:13","16:58:00",-47,"1Y41"
"11258","Saturday",9,40,0,24,0,11,0,"NTNG","09:53:03","09:58:00",-297,"1Y13"
"11259","Thursday",7,31,0,16,0,10,0,"NTNG","07:56:46","07:58:00",-74,"1Y05"
"11260","Saturday",20,30,0,23,2,10,0,"NTNG","20:55:27","20:58:00",-153,"1Y57"
"11261","Thursday",12,37,1,21,0.5,14,0,"NTNG","13:00:41","12:58:00",161,"1Y25"
"11262","Thursday",7,32,0,19,0,10,0,"NTNG","07:52:13","07:58:00",-347,"1Y05"
"11263","Sunday",20,18,0,21,1.5,7,0,"NTNG","20:59:57","20:58:00",117,"1Y57"
"11264","Thursday",11,38,0,23,0,14,0,"NTNG","11:53:59","11:58:00",-241,"1Y21"
"11265","Tuesday",16,37,0,22,0,14,0,"NTNG","16:55:02","16:58:00",-178,"1Y41"
"11266","Saturday",13,38,1.5,25,0.5,12,1.75,"NTNG","13:55:41","13:58:00",-139,"1Y29"
"11267","Friday",13,40,0,26,0,15,0,"NTNG","13:54:43","13:58:00",-197,"1Y29"
"11268","Friday",12,39,1,23,0.5,14,0,"NTNG","12:58:15","12:58:00",15,"1Y25"
"11269","Tuesday",11,36,0,21,0,14,0,"NTNG","11:54:52","11:58:00",-188,"1Y21"
"11270","Thursday",10,41,0,25,0,14,0,"NTNG","10:54:32","10:58:00",-208,"1Y17"
"11271","Thursday",11,39,1.5,24,1.5,14,0,"NTNG","11:53:46","11:58:00",-254,"1Y21"
"11272","Wednesday",9,42,0,23,0.5,13,0,"NTNG","09:55:03","09:58:00",-177,"1Y13"
"11273","Tuesday",15,35,0,23,0,15,0,"NTNG","15:52:59","15:58:00",-301,"1Y37"
"11274","Friday",12,36,0,22,0.75,13,0,"NTNG","12:55:51","12:58:00",-129,"1Y25"
"11275","Monday",8,32,1.75,20,1.75,13,0,"NTNG","09:03:03","08:58:00",303,"1Y09"
"11276","Monday",10,41,0.5,24,1.25,13,0,"NTNG","10:53:29","10:58:00",-271,"1Y17"
"11277","Monday",19,42,2.5,25,0.5,12,0.5,"NTNG","19:54:38","19:58:00",-202,"1Y53"
"11278","Wednesday",17,42,1,21,0,15,0,"NTNG","18:01:15","17:58:00",195,"1Y45"
"11279","Tuesday",12,39,0,21,0.5,14,0,"NTNG","13:02:02","12:58:00",242,"1Y25"
"11280","Saturday",18,37,1,23,0.5,14,0.25,"NTNG","18:55:18","18:58:00",-162,"1Y49"
"11281","Thursday",14,41,1,25,0,14,0,"NTNG","14:53:58","14:58:00",-242,"1Y33"
"11282","Tuesday",16,38,0,20,0,14,0,"NTNG","16:55:02","16:58:00",-178,"1Y41"
"11283","Monday",7,33,0,20,0,10,0,"NTNG","07:51:52","07:58:00",-368,"1Y05"
"11284","Thursday",9,40,0,23,0,12,0,"NTNG","09:53:21","09:58:00",-279,"1Y13"
"11285","Tuesday",17,39,0.5,24,0.75,15,0,"NTNG","17:57:00","17:58:00",-60,"1Y45"
"11286","Monday",14,39,0,23,1,15,0,"NTNG","14:54:34","14:58:00",-206,"1Y33"
"11287","Thursday",8,39,0,20,0,13,0,"NTNG","08:57:17","08:58:00",-43,"1Y09"
"11288","Thursday",7,30,0,20,0,11,0,"NTNG","07:55:29","07:58:00",-151,"1Y05"
"11289","Saturday",8,34,0,20,0,12,0,"NTNG","08:55:00","08:58:00",-180,"1Y09"
"11290","Wednesday",16,39,0,18,0.75,15,0,"NTNG","16:59:51","16:58:00",111,"1Y41"
"11291","Friday",20,38,1,24,0,13,0.5,"NTNG","20:54:37","20:58:00",-203,"1Y57"
"11292","Monday",13,42,0.75,27,1,14,0,"NTNG","14:05:56","13:58:00",476,"1Y29"
"11293","Wednesday",12,38,0.5,24,1.5,14,0,"NTNG","13:05:38","12:58:00",458,"1Y25"
"11294","Monday",10,28,0,23,0,14,0,"NTNG","10:54:26","10:58:00",-214,"1Y17"
"11295","Wednesday",19,41,0,24,0.75,13,0,"NTNG","20:00:23","19:58:00",143,"1Y53"
"11296","Saturday",18,36,1.5,24,2.5,13,0,"NTNG","18:55:30","18:58:00",-150,"1Y49"
"11297","Monday",8,40,0,20,0,13,0,"NTNG","08:54:49","08:58:00",-191,"1Y09"
"11298","Monday",11,40,0,22,1.5,14,0,"NTNG","11:54:52","11:58:00",-188,"1Y21"
"11299","Monday",15,35,2,23,1,14,0.25,"NTNG","15:55:52","15:58:00",-128,"1Y37"
"11300","Saturday",19,40,1,23,0,12,0,"NTNG","19:56:40","19:58:00",-80,"1Y53"
"11301","Sunday",10,21,0,9,0,5,0,"NTNG","10:55:03","10:58:00",-177,"1Y17"
"11302","Saturday",14,36,0,22,0.5,15,0,"NTNG","14:54:08","14:58:00",-232,"1Y33"
"11303","Thursday",13,38,0,27,1,14,0,"NTNG","13:54:13","13:58:00",-227,"1Y29"
"11304","Saturday",14,38,1,25,1,13,1.5,"NTNG","14:59:05","14:58:00",65,"1Y33"
"11305","Monday",18,43,0.5,22,0,13,0,"NTNG","19:00:33","18:58:00",153,"1Y49"
"11306","Wednesday",10,40,0,25,0,14,0,"NTNG","11:01:07","10:58:00",187,"1Y17"
"11307","Friday",20,39,0,23,0,11,0,"NTNG","20:55:28","20:58:00",-152,"1Y57"
"11308","Sunday",17,26,0,17,0,10,0,"NTNG","17:55:10","17:58:00",-170,"1Y45"
"11309","Sunday",16,21,0,20,0.5,8,0,"NTNG","16:54:41","16:58:00",-199,"1Y41"
"11310","Friday",10,40,0,22,0.25,14,0,"NTNG","10:53:20","10:58:00",-280,"1Y17"
"11311","Thursday",19,42,0.5,22,0,13,0,"NTNG","19:56:03","19:58:00",-117,"1Y53"
"11312","Thursday",13,41,0,25,2,14,0,"NTNG","13:56:27","13:58:00",-93,"1Y29"
"11313","Thursday",18,44,0,23,1.5,13,0,"NTNG","18:55:24","18:58:00",-156,"1Y49"
"11314","Monday",13,41,0,23,2.5,14,0,"NTNG","13:52:00","13:58:00",-360,"1Y29"
"11315","Monday",17,43,0,21,0,15,0,"NTNG","17:54:45","17:58:00",-195,"1Y45"
"11316","Sunday",16,22,0.5,19,0,8,0,"NTNG","16:54:33","16:58:00",-207,"1Y41"
"11317","Friday",15,28,4.5,22,1,13,0,"NTNG","16:00:04","15:58:00",124,"1Y37"
"11318","Monday",7,31,0,17,0,12,0,"NTNG","07:51:45","07:58:00",-375,"1Y05"
"11319","Monday",17,40,0,21,0,15,0,"NTNG","17:54:44","17:58:00",-196,"1Y45"
"11320","Friday",13,42,1,25,1,14,0,"NTNG","14:06:07","13:58:00",487,"1Y29"
"11321","Monday",10,41,1,27,1,13,0,"NTNG","10:53:06","10:58:00",-294,"1Y17"
"11322","Wednesday",13,38,0,25,1,13,0,"NTNG","13:57:46","13:58:00",-14,"1Y29"
"11323","Friday",18,45,1,25,1,15,0,"NTNG","18:57:00","18:58:00",-60,"1Y49"
"11324","Thursday",18,43,0,21,0,12,0,"NTNG","18:54:53","18:58:00",-187,"1Y49"
"11325","Sunday",15,26,0,12,6,6,0,"NTNG","16:11:53","15:58:00",833,"1Y37"
"11326","Saturday",15,39,0,24,0,13,0,"NTNG","15:52:53","15:58:00",-307,"1Y37"
"11327","Friday",15,39,0,24,0,14,0,"NTNG","15:52:20","15:58:00",-340,"1Y37"
"11328","Friday",19,43,0,23,1.5,12,0.25,"NTNG","19:52:31","19:58:00",-329,"1Y53"
"11329","Friday",9,43,0,23,0,14,0,"NTNG","09:55:17","09:58:00",-163,"1Y13"
"11330","Saturday",9,39,0,25,0,13,0,"NTNG","09:55:05","09:58:00",-175,"1Y13"
"11331","Saturday",9,38,0,25,0,12,0,"NTNG","09:52:39","09:58:00",-321,"1Y13"
"11332","Friday",16,38,0,20,5.5,14,0,"NTNG","16:55:43","16:58:00",-137,"1Y41"
"11333","Saturday",17,30,3.5,22,0,13,0,"NTNG","17:56:17","17:58:00",-103,"1Y45"
